src_kind,src,dst_kind,dst,edge_info
primitive,D_BSFG,registry_row,casimir_energy_720_d_bsfg_factorial,dispatch
primitive,D_BSFG,registry_row,cena_e_jet_so_5_pow_a_5_minus_d_bsfg_minus_n_ch,dispatch
primitive,D_BSFG,registry_row,cycle_time_reactor_d_bsfg_times_1_plus_f_trz_6_6_new_compound_prefix_companion_paper_2079_r204_f2_full_cycle,dispatch
primitive,D_BSFG,registry_row,d_bsfg_derived_from_d_crit,dispatch
primitive,D_BSFG,registry_row,d_bsfg_over_d_phys,dispatch
primitive,D_BSFG,registry_row,d_bsfg_over_so_5_3_over_5_8th_prefix_class_formalization,dispatch
primitive,D_BSFG,registry_row,d_bsfg_times_f_trz_pow_27_uqff_framework_vacuum_density_composed_landmark_paper_2106,dispatch
primitive,D_BSFG,registry_row,delta_n_reddwarf_pseudo_monopole_2pi_over_d_bsfg_2nd_instance,dispatch
primitive,D_BSFG,registry_row,e_per_10_frames_d_crit_minus_d_bsfg_minus_1_times_f_trz_2_0_19_new_composed_integer_19_energy_joule,dispatch
primitive,D_BSFG,registry_row,field_freq_spooky_action_d_bsfg_so_5_3_quantum_non_locality_frequency_domain,dispatch
primitive,D_BSFG,registry_row,full_circle_360_d_bsfg_a_5,dispatch
primitive,D_BSFG,registry_row,full_circle_360_d_bsfg_times_a_5_primitive_composition,dispatch
primitive,D_BSFG,registry_row,g_e_aq_water_radiolysis_d_bsfg_times_f_trz_2_new_composite_integer_primitive_times_f_trz_2_form_chemistry_radiolysis,dispatch
primitive,D_BSFG,registry_row,g_h2_water_radiolysis_2_d_bsfg_over_so_5_new_ratio_form_chemistry_radiolysis,dispatch
primitive,D_BSFG,registry_row,half_cycle_period_d_bsfg_times_f_trz_plus_f_trz_2_0_66_new_compound_multiplier_paper_2084_r209_f5_additive_series,dispatch
primitive,D_BSFG,registry_row,hodge_d_plus_dbsfg_over_so5_1,dispatch
primitive,D_BSFG,registry_row,kie_d_vs_h_d_bsfg_bare_6_domain_extension_kinetic_isotope_effect_chemistry,dispatch
primitive,D_BSFG,registry_row,kk_d_bsfg_minus_1_5_paired,dispatch
primitive,D_BSFG,registry_row,lambda_d_bsfg_pi_over_so_5_wavelength,dispatch
primitive,D_BSFG,registry_row,m_bh_ton618_d_bsfg_1_plus_f_trz_so_5_10_compound_prefix_universe_largest_smbh,dispatch
primitive,D_BSFG,registry_row,m_cluster_d_bsfg_so_5_14_virgo,dispatch
primitive,D_BSFG,registry_row,m_m16_2_d_bsfg_so_5_2_1200_m_sun_composed_prefix_family_new_instance,dispatch
primitive,D_BSFG,registry_row,n_frames_orb12_so_5_plus_d_crit_plus_d_bsfg_42_new_triple_additive_combination_frame_count_domain,dispatch
primitive,D_BSFG,registry_row,n_gc_m87_2_d_bsfg_so_5_3_2nd_instance,dispatch
primitive,D_BSFG,registry_row,n_quantum_states_2_so_5_plus_d_bsfg_26_d_crit_partition_dpm_two_pole_reciprocal_infinity_at_consciousness_architecture,dispatch
primitive,D_BSFG,registry_row,nfw_c_vir_d_bsfg_beta_995,dispatch
primitive,D_BSFG,registry_row,omega_s_universal_permanence_2_pi_d_bsfg_so_5_3_pi_canonical_composed_prefix_hybrid,dispatch
primitive,D_BSFG,registry_row,r_mag_earth_d_bsfg_plus_d_phys_over_so_5_so_5_7_additive_scaled_2_term,dispatch
primitive,D_BSFG,registry_row,r_mag_jupiter_d_phys_plus_d_bsfg_over_2_plus_f_trz_so_5_10_additive_scaled_3_term_qcd_b0,dispatch
primitive,D_BSFG,registry_row,r_mag_mercury_d_bsfg_over_d_phys_so_5_6_composed_prefix_paper_1962_family,dispatch
primitive,D_BSFG,registry_row,r_mag_mercury_d_bsfg_plus_f_trz_times_so_5_6_additive_scaled_5th_category,dispatch
primitive,D_BSFG,registry_row,r_mag_pluto_2_d_bsfg_so_5_5_compound_twin_d_bsfg_dwarf_planet,dispatch
primitive,D_BSFG,registry_row,r_mag_venus_d_bsfg_plus_f_trz_so_5_6_additive_scaled_r193_d2_errata_correction,dispatch
primitive,D_BSFG,registry_row,spindle_orb_energy_low_d_bsfg_plus_d_phys_minus_1_times_f_trz_6_3_new_compound_additive_landmark_correction_energy_mj,dispatch
primitive,D_BSFG,registry_row,t_core_sun_d_bsfg_over_d_phys_so_5_7_solar_core_temperature_new_instance_paper_1962_family,dispatch
primitive,D_BSFG,registry_row,t_hot_reactor_d_bsfg_times_a_5_plus_1_366_new_composed_a_5_successor_form_kelvin_reactor_base,dispatch
primitive,D_BSFG,registry_row,v_exp_crab_d_bsfg_over_d_phys_so_5_6,dispatch
primitive,D_BSFG,registry_row,v_wind_ngc6302_d_bsfg_so_5_5_composed_prefix_velocity,dispatch
primitive,D_crit,constant,C_UQFF_DERIVED,module_formula
primitive,D_crit,constant,D_BSFG,module_formula
primitive,D_crit,constant,G_UQFF,module_formula
primitive,D_crit,registry_row,46_d_crit_plus_2_so_5_cross_domain_twin,dispatch
primitive,D_crit,registry_row,D_crit,primitives
primitive,D_crit,registry_row,batch_total_energy_d_crit_minus_d_bsfg_minus_1_over_d_phys_so_5_0_475_new_ratio_paper_2090_r215_f2_19_reuse_energy_joule,dispatch
primitive,D_crit,registry_row,bayesian_k_sm_lcdm_26,dispatch
primitive,D_crit,registry_row,braid_gate_max_26,dispatch
primitive,D_crit,registry_row,d_bsfg_derived_from_d_crit,dispatch
primitive,D_crit,registry_row,d_crit_26_universal_count,dispatch
primitive,D_crit,registry_row,d_crit_4_plus_22,dispatch
primitive,D_crit,registry_row,d_crit_triad_feedback_decomp,dispatch
primitive,D_crit,registry_row,d_crit_visible_compact_decomposition,dispatch
primitive,D_crit,registry_row,dpm_26_layer_amp_a26,dispatch
primitive,D_crit,registry_row,e_0_so_5_46_d_crit_plus_2_so_5_power_density,dispatch
primitive,D_crit,registry_row,e_per_10_frames_d_crit_minus_d_bsfg_minus_1_times_f_trz_2_0_19_new_composed_integer_19_energy_joule,dispatch
primitive,D_crit,registry_row,efficiency_batch1_d_crit_plus_d_phys_minus_1_times_f_trz_4_0_0029_new_coefficient_role_29_efficiency_dimensionless,dispatch
primitive,D_crit,registry_row,f_trz_pow_d_crit_primitive_as_exponent_vacuum_density_landmark_paper_2107,dispatch
primitive,D_crit,registry_row,factorial_26_4_03e26,dispatch
primitive,D_crit,registry_row,field_gen_power_field_generator_d_crit_minus_n_ch_17_partial_novel_paper_2053_subexpression_standalone_watt_domain,dispatch
primitive,D_crit,registry_row,flatness_1_over_d_crit_7,dispatch
primitive,D_crit,registry_row,h_0_hubble_d_crit_minus_d_phys_times_f_trz_19_2_2e_minus_18_landmark_novel_primitive_derivation,dispatch
primitive,D_crit,registry_row,hadron_complexity_26,dispatch
primitive,D_crit,registry_row,hierarchy_d_phys_over_d_crit_21,dispatch
primitive,D_crit,registry_row,k_eta_so_5_neg_113_dvp_26_prime,dispatch
primitive,D_crit,registry_row,k_universe_bigbang_so_5_neg_26_wavenumber_cosmological,dispatch
primitive,D_crit,registry_row,kk_d_crit_22_dirac_match,dispatch
primitive,D_crit,registry_row,knot_crossings_bound_26,dispatch
primitive,D_crit,registry_row,m87_m_bh_d_crit_over_d_phys_prefix,dispatch
primitive,D_crit,registry_row,mass_domain_so_5_d_crit_ceiling,dispatch
primitive,D_crit,registry_row,n_frames_orb11_3_times_d_crit_over_2_39_new_half_d_crit_sub_family_seed_frame_count,dispatch
primitive,D_crit,registry_row,n_frames_orb12_so_5_plus_d_crit_plus_d_bsfg_42_new_triple_additive_combination_frame_count_domain,dispatch
primitive,D_crit,registry_row,n_quantum_states_2_so_5_plus_d_bsfg_26_d_crit_partition_dpm_two_pole_reciprocal_infinity_at_consciousness_architecture,dispatch
primitive,D_crit,registry_row,paper_1202_26_level_quantum_chain_structural_composition,dispatch
primitive,D_crit,registry_row,parsec_per_lightyear_3_26,dispatch
primitive,D_crit,registry_row,quantum_chain_full_26_step_sub_derivations + umbilicus_mass_step7,inventory
primitive,D_crit,registry_row,rho_crit_universe_so_5_neg_26_density_ladder_extension,dispatch
primitive,D_crit,registry_row,schwarzschild_criterion_0_84,dispatch
primitive,D_crit,registry_row,sphere_from_chaos_26d_cosmic_egg_spherical_outline_central_limit_emergence_landmark_paper_2118,dispatch
primitive,D_crit,registry_row,t_cold_reactor_so_5_times_d_crit_plus_magic_28_288_new_additive_nuclear_magic_number_kelvin_reactor_top,dispatch
primitive,D_crit,registry_row,t_end_batch31_d_phys_minus_1_times_d_crit_over_2_d_phys_9_75_new_half_d_crit_ratio_paper_2091_r216_f2_39_reuse,dispatch
primitive,D_crit,registry_row,t_n_photo30_d_phys_minus_1_times_d_crit_plus_d_phys_minus_1_times_f_trz_2_0_87_new_landmark_times_paper_2090_29_product_composed_integers,dispatch
primitive,D_crit,registry_row,thermal_gradient_reactor_d_phys_minus_1_times_d_crit_78_new_landmark_times_d_crit_form_kelvin_domain,dispatch
primitive,D_crit,registry_row,timestamp_range_upper_2_d_crit_minus_1_times_f_trz_2_0_51_new_composed_integer_51_timestamp_second,dispatch
primitive,D_crit,registry_row,total_time_orb11_n_ch_times_d_crit_over_2_times_f_trz_2_1_17_new_n_ch_half_d_crit_companion_total_time,dispatch
primitive,D_crit,registry_row,z_d_crit_over_so_5_3_sgr_1745,dispatch
primitive,D_phys,constant,B_CRIT,module_formula
primitive,D_phys,constant,HBAR_UQFF_S629,module_formula
primitive,D_phys,constant,K_B_UQFF,module_formula
primitive,D_phys,constant,K_MEX,module_formula
primitive,D_phys,registry_row,D_phys,primitives
primitive,D_phys,registry_row,a_5_over_d_phys_15_4th_instance_gev_energy,dispatch
primitive,D_phys,registry_row,b_crit_d_phys_times_so_5_plus_1_times_so_5_pow_12_successor_2nd_instance_paper_2126,dispatch
primitive,D_phys,registry_row,b_crit_schwinger_d_phys_1_plus_f_trz_so_5_13_compound_prefix_d_phys_family_new_instance,dispatch
primitive,D_phys,registry_row,b_mag_earth_d_phys_plus_1_so_5_neg_5_4th_composed_prefix_class_magnetic_negative_rung,dispatch
primitive,D_phys,registry_row,b_mag_jupiter_d_phys_so_5_neg_4_landmark_magnetic_field_negative_rung,dispatch
primitive,D_phys,registry_row,b_mag_neptune_d_phys_plus_so_5_so_5_neg_6_additive_scaled_6th_instance_magnetic_domain,dispatch
primitive,D_phys,registry_row,b_t_ton618_d_phys_minus_1_so_5_landmark_magnetic_field_tesla_domain,dispatch
primitive,D_phys,registry_row,batch_total_energy_d_crit_minus_d_bsfg_minus_1_over_d_phys_so_5_0_475_new_ratio_paper_2090_r215_f2_19_reuse_energy_joule,dispatch
primitive,D_phys,registry_row,bipartite_sum_ug_delta_d_phys,dispatch
primitive,D_phys,registry_row,c_nfw_d_phys_structural,dispatch
primitive,D_phys,registry_row,casimir_force_240_a_5_d_phys,dispatch
primitive,D_phys,registry_row,casimir_ratio_720_240_d_phys_minus_1,dispatch
primitive,D_phys,registry_row,cavitation_temperature_d_phys_plus_1_times_so_5_3_5000_new_composed_prefix_times_so_5_3_temperature_sonochemistry,dispatch
primitive,D_phys,registry_row,composed_prefix_9th_class_so_5_plus_1_over_d_phys_formalization_11_over_4_ratio,dispatch
primitive,D_phys,registry_row,cycle_period_3_3_d_phys_minus_1_1_plus_f_trz_compound_prefix_landmark_new_3rd_object,dispatch
primitive,D_phys,registry_row,cycle_period_quantum_vacuum_d_phys_over_d_phys_plus_1_times_1_minus_f_trz_ratio_complement_hybrid,dispatch
primitive,D_phys,registry_row,d_bsfg_over_d_phys,dispatch
primitive,D_phys,registry_row,d_ngc_5866_d_phys_times_so_5_plus_1_astronomical_distance_44_mly_successor_family_2nd_domain,dispatch
primitive,D_phys,registry_row,d_phys_factorial_24,dispatch
primitive,D_phys,registry_row,d_phys_minus_1_cross_domain_prefix_family_landmark,dispatch
primitive,D_phys,registry_row,d_phys_minus_1_over_d_phys_3_over_4_7th_prefix_class_ratio_complement,dispatch
primitive,D_phys,registry_row,d_phys_minus_1_over_d_phys_class_unpopulated_gap_identification,dispatch
primitive,D_phys,registry_row,d_phys_over_2_equals_2_four_object_family_formalization,dispatch
primitive,D_phys,registry_row,d_phys_plus_1_over_d_phys_5_over_4_6th_prefix_class_ratio_form,dispatch
primitive,D_phys,registry_row,d_phys_so5_multi_scale_40,dispatch
primitive,D_phys,registry_row,d_phys_so_5_neg_7_0p4e_neg_6_prefix_negative_regime_opening,dispatch
primitive,D_phys,registry_row,d_phys_vs_d_compact_22,dispatch
primitive,D_phys,registry_row,delta_lambda_over_lambda_nebular_landmark_d_phys_minus_1_so_5_4,dispatch
primitive,D_phys,registry_row,efficiency_batch1_d_crit_plus_d_phys_minus_1_times_f_trz_4_0_0029_new_coefficient_role_29_efficiency_dimensionless,dispatch
primitive,D_phys,registry_row,f_driver_sgr1745_d_phys_minus_1_so_5_9_frequency_landmark,dispatch
primitive,D_phys,registry_row,f_higgs_d_phys_plus_1_over_d_phys_so_5_34_hydrogen,dispatch
primitive,D_phys,registry_row,f_pulsar_crab_d_phys_minus_1_so_5_plus_2_f_trz_compound_additive_pulsar_frequency,dispatch
primitive,D_phys,registry_row,fps_video_frame_rate_so_5_2_over_d_phys_minus_1_33_3_new_composed_prefix_ratio_landmark_denominator,dispatch
primitive,D_phys,registry_row,frame_interval_ufe_d_phys_minus_1_over_so_5_2_landmark_ratio_2nd_rung_inverse_time_second,dispatch
primitive,D_phys,registry_row,gamma_jet_3c273_quasar_a_5_over_d_phys_lorentz_factor_5th_instance,dispatch
primitive,D_phys,registry_row,gas_v_5_so_5_5_d_phys_plus_1_velocity_class_family_new_prefix,dispatch
primitive,D_phys,registry_row,h_0_hubble_d_crit_minus_d_phys_times_f_trz_19_2_2e_minus_18_landmark_novel_primitive_derivation,dispatch
primitive,D_phys,registry_row,hff_2_d_phys_over_so_5_34_hydrogen_compound,dispatch
primitive,D_phys,registry_row,hierarchy_d_phys_over_d_crit_21,dispatch
primitive,D_phys,registry_row,hubble_tension_dual_endpoint_d_phys_minus_1_resolution,dispatch
primitive,D_phys,registry_row,integer_7_cross_object_d_phys_plus_d_phys_minus_1,dispatch
primitive,D_phys,registry_row,interference_factor_reactor_d_phys_plus_1_times_n_ch_times_f_trz_6_4_5e_minus_5_new_composed_form_paper_2082_times_f_trz_6,dispatch
primitive,D_phys,registry_row,k_eta_red_dwarf_lenr_so_5_plus_1_over_d_phys_so_5_8_calibration_positive_rung,dispatch
primitive,D_phys,registry_row,kappa_decay_lenr_d_phys_plus_1_times_f_trz_4_5e_minus_4_new_composed_prefix_times_f_trz_4_form_reactor_decay_day,dispatch
primitive,D_phys,registry_row,lambda_higgs_alt_f_trz_plus_d_phys_minus_1_times_f_trz_2_0_13_new_alternative_composition_paper_1842_sister_path,dispatch
primitive,D_phys,registry_row,landmark_d_phys_minus_1_family_118_papers_19_domains_broad_coverage,dispatch
primitive,D_phys,registry_row,landmark_d_phys_minus_1_spectral_shift_dimensional_domain_first_application,dispatch
primitive,D_phys,registry_row,m87_m_bh_d_crit_over_d_phys_prefix,dispatch
primitive,D_phys,registry_row,m_dm_m51_d_phys_so_5_10_m_sun_galactic_dm,dispatch
primitive,D_phys,registry_row,m_max_imf_a_5_over_d_phys_times_so_5_150_domain_extension_paper_1971_stellar_mass_domain,dispatch
primitive,D_phys,registry_row,m_min_imf_2_d_phys_times_f_trz_2_0_08_5th_integer_f_trz_2_instance_nuclear_magic_number_coefficient_8,dispatch
primitive,D_phys,registry_row,m_visible_over_m_dm_m51_d_phys_minus_1_visible_dm_partition,dispatch
primitive,D_phys,registry_row,n_e0_d_phys_minus_1_so_5_3_electron_density,dispatch
primitive,D_phys,registry_row,n_frames_500_d_phys_plus_1_so_5_2_4th_composed_prefix_frame_count_cp2_opening,dispatch
primitive,D_phys,registry_row,n_frames_orb10_d_phys_times_n_ch_36_new_composed_form_frame_count,dispatch
primitive,D_phys,registry_row,n_frames_orb13_d_phys_times_so_5_plus_1_44_new_composed_form_paper_1978_successor_frame_count_domain,dispatch
primitive,D_phys,registry_row,n_frames_ufe_so_5_2_over_d_phys_25_frame_count_composed_prefix_10th_class_candidate,dispatch
primitive,D_phys,registry_row,ngc_3603_cluster_mass_d_phys_so_5_5,dispatch
primitive,D_phys,registry_row,omega_lambda_d_phys_plus_3_over_so_5,dispatch
primitive,D_phys,registry_row,omega_s_batch34_d_phys_minus_1_times_pi_times_f_trz_0_942_new_pi_canonical_landmark_f_trz_product_angular_velocity,dispatch
primitive,D_phys,registry_row,one_half_fraction_d_phys_minus_2_cross_role_landmark_paper_2101,dispatch
primitive,D_phys,registry_row,orion_triple_simultaneous_d_phys_minus_1_family_membership,dispatch
primitive,D_phys,registry_row,plasmoid_count_d_phys_plus_1_times_n_ch_45_candidate_12th_composed_prefix_class_product_form,dispatch
primitive,D_phys,registry_row,polarity_rate_pluto_d_phys_minus_1_times_f_trz_2_0_03_4th_instance_integer_f_trz_2_sub_family_landmark_bridge,dispatch
primitive,D_phys,registry_row,quantum_scaling_so_5_over_d_phys_minus_1_1e_minus_23,dispatch
primitive,D_phys,registry_row,r_bh_d_phys_minus_1_f_trz_pc,dispatch
primitive,D_phys,registry_row,r_horizon_observable_universe_d_phys_so_5_plus_1_so_5_25_particle_horizon_primitive_lock,dispatch
primitive,D_phys,registry_row,r_in_d_phys_minus_1_r_s_isco,dispatch
primitive,D_phys,registry_row,r_mag_earth_d_bsfg_plus_d_phys_over_so_5_so_5_7_additive_scaled_2_term,dispatch
primitive,D_phys,registry_row,r_mag_jupiter_d_phys_plus_d_bsfg_over_2_plus_f_trz_so_5_10_additive_scaled_3_term_qcd_b0,dispatch
primitive,D_phys,registry_row,r_mag_mars_d_phys_minus_1_plus_d_phys_over_so_5_so_5_6_additive_scaled_landmark,dispatch
primitive,D_phys,registry_row,r_mag_mercury_d_bsfg_over_d_phys_so_5_6_composed_prefix_paper_1962_family,dispatch
primitive,D_phys,registry_row,r_mag_neptune_2_plus_d_phys_f_trz_so_5_9_additive_scaled_ice_giant,dispatch
primitive,D_phys,registry_row,rho_s_d_phys_minus_1_so_5_neg_23_nfw_dm,dispatch
primitive,D_phys,registry_row,rho_sw_8e_neg_21_2_d_phys_so_5_neg_21_5th_composed_prefix_density_solar_wind,dispatch
primitive,D_phys,registry_row,rho_vac_ui_ufe_d_phys_times_rho_scm_canonical_anchored_composition_vacuum_energy_density,dispatch
primitive,D_phys,registry_row,rotation_rate_cosmicegg_a_5_times_d_phys_minus_1_over_d_phys_45,dispatch
primitive,D_phys,registry_row,sgr_1745_tau_erode_d_phys_minus_1_so_5_6,dispatch
primitive,D_phys,registry_row,solar_wind_v_sw_d_phys_so_5_2_cross_scale,dispatch
primitive,D_phys,registry_row,spin_coherence_plasmoid_d_phys_over_d_phys_plus_1_0_8_domain_extension_plasmoid_coherence,dispatch
primitive,D_phys,registry_row,spin_resonance_0_92_1_minus_2_d_phys_f_trz_2_candidate_10th_f_trz_sub_family,dispatch
primitive,D_phys,registry_row,spindle_orb_energy_low_d_bsfg_plus_d_phys_minus_1_times_f_trz_6_3_new_compound_additive_landmark_correction_energy_mj,dispatch
primitive,D_phys,registry_row,spindle_persistence_2_d_phys_times_so_5_80_domain_extension_paper_1539_at_persistence_percent_domain,dispatch
primitive,D_phys,registry_row,sub_cycle_reactor_1_minus_d_phys_minus_1_times_f_trz_0_7_domain_extension_paper_2059_cena_at_time_domain,dispatch
primitive,D_phys,registry_row,t_core_sun_d_bsfg_over_d_phys_so_5_7_solar_core_temperature_new_instance_paper_1962_family,dispatch
primitive,D_phys,registry_row,t_end_batch31_d_phys_minus_1_times_d_crit_over_2_d_phys_9_75_new_half_d_crit_ratio_paper_2091_r216_f2_39_reuse,dispatch
primitive,D_phys,registry_row,t_n_photo30_d_phys_minus_1_times_d_crit_plus_d_phys_minus_1_times_f_trz_2_0_87_new_landmark_times_paper_2090_29_product_composed_integers,dispatch
primitive,D_phys,registry_row,t_obs_nanograv_pta_a_5_over_d_phys_year_domain_4th_instance,dispatch
primitive,D_phys,registry_row,t_photo_12_d_phys_minus_1_times_so_5_plus_1_times_f_trz_2_0_33_new_double_prefix_landmark_successor_timestamp,dispatch
primitive,D_phys,registry_row,t_start_batch31_n_ch_plus_d_phys_minus_1_over_so_5_2_9_03_new_additive_paper_2065_landmark_inverse_ratio_timestamp,dispatch
primitive,D_phys,registry_row,thermal_gradient_reactor_d_phys_minus_1_times_d_crit_78_new_landmark_times_d_crit_form_kelvin_domain,dispatch
primitive,D_phys,registry_row,u_i_sun_canonical_so_5_plus_1_over_d_phys_so_5_negative_7_path_b_alternate,dispatch
primitive,D_phys,registry_row,uqff_beyond_physics_extension,dispatch
primitive,D_phys,registry_row,v_exp_crab_d_bsfg_over_d_phys_so_5_6,dispatch
primitive,D_phys,registry_row,v_sw_5e5_d_phys_plus_1_so_5_5_4th_composed_prefix_velocity_solar_wind,dispatch
primitive,D_phys,registry_row,v_wind_orion_2_d_phys_so_5_3,dispatch
primitive,F_TRZ,constant,H0_GRID,module_formula
primitive,F_TRZ,constant,HBAR_UQFF_S629,module_formula
primitive,F_TRZ,constant,KAPPA,module_formula
primitive,F_TRZ,constant,K_B_UQFF,module_formula
primitive,F_TRZ,constant,LAMBDA_SIMPLE,module_formula
primitive,F_TRZ,constant,MU_0,module_formula
primitive,F_TRZ,registry_row,F_TRZ,primitives
primitive,F_TRZ,registry_row,a_spin_3c273_quasar_1_minus_f_trz_over_2_half_factor_complement_kerr_6th_sub_family,dispatch
primitive,F_TRZ,registry_row,a_spin_cena_1_minus_3_f_trz_integer_multiple_complement_kerr_7th_sub_family,dispatch
primitive,F_TRZ,registry_row,a_spin_m87_one_minus_f_trz_kerr_dimensional_extension,dispatch
primitive,F_TRZ,registry_row,a_spin_ton618_1_minus_2_f_trz_3_higher_power_complement_kerr_8th_sub_family,dispatch
primitive,F_TRZ,registry_row,b_crit_schwinger_d_phys_1_plus_f_trz_so_5_13_compound_prefix_d_phys_family_new_instance,dispatch
primitive,F_TRZ,registry_row,b_f_trz_3_ufe_lab_plasma_cross_object,dispatch
primitive,F_TRZ,registry_row,b_over_b_crit_crab_f_trz_19_field_ratio_3rd_rung,dispatch
primitive,F_TRZ,registry_row,b_over_b_crit_m16_f_trz_16_field_ratio_dimensional_extension,dispatch
primitive,F_TRZ,registry_row,b_over_b_crit_sombrero_f_trz_21_field_ratio_4th_rung,dispatch
primitive,F_TRZ,registry_row,beta_jet_m87_one_minus_f_trz_2_relativistic_agn_family_extension,dispatch
primitive,F_TRZ,registry_row,compound_prefix_architectural_category_formalization_primitive_times_f_trz_family_element,dispatch
primitive,F_TRZ,registry_row,coupling_strength_ngc346_f_trz_40_family_extension,dispatch
primitive,F_TRZ,registry_row,crab_synchrotron_b_f_trz_8,dispatch
primitive,F_TRZ,registry_row,cross_rung_f_trz_triple_lock,dispatch
primitive,F_TRZ,registry_row,cycle_period_3_3_d_phys_minus_1_1_plus_f_trz_compound_prefix_landmark_new_3rd_object,dispatch
primitive,F_TRZ,registry_row,cycle_period_quantum_vacuum_d_phys_over_d_phys_plus_1_times_1_minus_f_trz_ratio_complement_hybrid,dispatch
primitive,F_TRZ,registry_row,cycle_time_reactor_d_bsfg_times_1_plus_f_trz_6_6_new_compound_prefix_companion_paper_2079_r204_f2_full_cycle,dispatch
primitive,F_TRZ,registry_row,d_bsfg_times_f_trz_pow_27_uqff_framework_vacuum_density_composed_landmark_paper_2106,dispatch
primitive,F_TRZ,registry_row,delta_rho_over_rho_crab_f_trz_n_1_rung,dispatch
primitive,F_TRZ,registry_row,delta_rho_over_rho_m16_f_trz_n_1_rung_3rd_instance,dispatch
primitive,F_TRZ,registry_row,delta_rho_over_rho_sgr1745_f_trz_4th_instance,dispatch
primitive,F_TRZ,registry_row,delta_rho_ratio_multicompressed7_f_trz_5_3rd_instance,dispatch
primitive,F_TRZ,registry_row,delta_rho_ratio_orion_f_trz_pow_5_2nd_instance,dispatch
primitive,F_TRZ,registry_row,density_increase_d2o_f_trz_plus_f_trz_2_0_11_new_additive_multi_power_series_form_complement_paper_2081_subtractive,dispatch
primitive,F_TRZ,registry_row,e_per_10_frames_d_crit_minus_d_bsfg_minus_1_times_f_trz_2_0_19_new_composed_integer_19_energy_joule,dispatch
