time,omega,h_standard,h_UQFF,ratio
4.000000e-03,2.876797e+02,-1.020984e-21,-9.103314e-22,8.916215e-01
4.100000e-03,2.884211e+02,-1.093227e-21,-9.871346e-22,9.029545e-01
4.200000e-03,2.891695e+02,-1.161656e-21,-1.035297e-21,8.912245e-01
4.300000e-03,2.899251e+02,-1.225909e-21,-1.093368e-21,8.918840e-01
4.400000e-03,2.906880e+02,-1.285627e-21,-1.153611e-21,8.973140e-01
4.500000e-03,2.914583e+02,-1.340463e-21,-1.203546e-21,8.978581e-01
4.600000e-03,2.922362e+02,-1.390078e-21,-1.255411e-21,9.031227e-01
4.700000e-03,2.930217e+02,-1.434145e-21,-1.279294e-21,8.920257e-01
4.800000e-03,2.938150e+02,-1.472351e-21,-1.338290e-21,9.089476e-01
4.900000e-03,2.946163e+02,-1.504398e-21,-1.363707e-21,9.064800e-01
5.000000e-03,2.954256e+02,-1.530009e-21,-1.387368e-21,9.067716e-01
5.100000e-03,2.962431e+02,-1.548923e-21,-1.389586e-21,8.971306e-01
5.200000e-03,2.970690e+02,-1.560906e-21,-1.395577e-21,8.940817e-01
5.300000e-03,2.979034e+02,-1.565745e-21,-1.422033e-21,9.082150e-01
5.400000e-03,2.987464e+02,-1.563256e-21,-1.395371e-21,8.926056e-01
5.500000e-03,2.995983e+02,-1.553284e-21,-1.388575e-21,8.939607e-01
5.600000e-03,3.004591e+02,-1.535705e-21,-1.395307e-21,9.085773e-01
5.700000e-03,3.013291e+02,-1.510428e-21,-1.367489e-21,9.053649e-01
5.800000e-03,3.022084e+02,-1.477400e-21,-1.342354e-21,9.085924e-01
5.900000e-03,3.030972e+02,-1.436602e-21,-1.285058e-21,8.945118e-01
6.000000e-03,3.039956e+02,-1.388059e-21,-1.242025e-21,8.947927e-01
6.100000e-03,3.049039e+02,-1.331836e-21,-1.209355e-21,9.080358e-01
6.200000e-03,3.058222e+02,-1.268041e-21,-1.151279e-21,9.079191e-01
6.300000e-03,3.067507e+02,-1.196829e-21,-1.080441e-21,9.027534e-01
6.400000e-03,3.076897e+02,-1.118400e-21,-1.015401e-21,9.079054e-01
6.500000e-03,3.086392e+02,-1.033003e-21,-9.375427e-22,9.075891e-01
6.600000e-03,3.095996e+02,-9.409387e-22,-8.451686e-22,8.982186e-01
6.700000e-03,3.105711e+02,-8.425547e-22,-7.612532e-22,9.035060e-01
6.800000e-03,3.115538e+02,-7.382517e-22,-6.594182e-22,8.932160e-01
6.900000e-03,3.125480e+02,-6.284818e-22,-5.603174e-22,8.915412e-01
7.000000e-03,3.135540e+02,-5.137485e-22,-4.669974e-22,9.090000e-01
7.100000e-03,3.145719e+02,-3.946071e-22,-3.584396e-22,9.083455e-01
7.200000e-03,3.156021e+02,-2.716637e-22,-2.429352e-22,8.942496e-01
7.300000e-03,3.166447e+02,-1.455745e-22,-1.309857e-22,8.997846e-01
7.400000e-03,3.177001e+02,-1.704431e-23,-1.522063e-23,8.930037e-01
7.500000e-03,3.187685e+02,1.131751e-22,1.009900e-22,8.923340e-01
7.600000e-03,3.198502e+02,2.442873e-22,2.186098e-22,8.948881e-01
7.700000e-03,3.209454e+02,3.754543e-22,3.364520e-22,8.961196e-01
7.800000e-03,3.220546e+02,5.057992e-22,4.515211e-22,8.926883e-01
7.900000e-03,3.231779e+02,6.344108e-22,5.751519e-22,9.065923e-01
8.000000e-03,3.243157e+02,7.603475e-22,6.841946e-22,8.998447e-01
8.100000e-03,3.254684e+02,8.826425e-22,8.022932e-22,9.089673e-01
8.200000e-03,3.266362e+02,1.000310e-21,8.925028e-22,8.922264e-01
8.300000e-03,3.278196e+02,1.112350e-21,9.912316e-22,8.911149e-01
8.400000e-03,3.290188e+02,1.217757e-21,1.099066e-21,9.025330e-01
8.500000e-03,3.302342e+02,1.315528e-21,1.175437e-21,8.935094e-01
8.600000e-03,3.314663e+02,1.404667e-21,1.263597e-21,8.995706e-01
8.700000e-03,3.327154e+02,1.484200e-21,1.324205e-21,8.922017e-01
8.800000e-03,3.339819e+02,1.553177e-21,1.405237e-21,9.047496e-01
8.900000e-03,3.352663e+02,1.610691e-21,1.435132e-21,8.910038e-01
9.000000e-03,3.365690e+02,1.655881e-21,1.478420e-21,8.928302e-01
9.100000e-03,3.378905e+02,1.687947e-21,1.503967e-21,8.910038e-01
9.200000e-03,3.392312e+02,1.706163e-21,1.538501e-21,9.017320e-01
9.300000e-03,3.405916e+02,1.709885e-21,1.540605e-21,9.009991e-01
9.400000e-03,3.419722e+02,1.698569e-21,1.535943e-21,9.042571e-01
9.500000e-03,3.433735e+02,1.671779e-21,1.490206e-21,8.913893e-01
9.600000e-03,3.447962e+02,1.629202e-21,1.456587e-21,8.940493e-01
9.700000e-03,3.462407e+02,1.570663e-21,1.412843e-21,8.995204e-01
9.800000e-03,3.477076e+02,1.496134e-21,1.350462e-21,9.026347e-01
9.900000e-03,3.491976e+02,1.405748e-21,1.271135e-21,9.042413e-01
1.000000e-02,3.507113e+02,1.299812e-21,1.177329e-21,9.057685e-01
1.010000e-02,3.522493e+02,1.178819e-21,1.070329e-21,9.079670e-01
1.020000e-02,3.538123e+02,1.043454e-21,9.481461e-22,9.086607e-01
1.030000e-02,3.554011e+02,8.946077e-22,8.049767e-22,8.998097e-01
1.040000e-02,3.570163e+02,7.333798e-22,6.543169e-22,8.921938e-01
1.050000e-02,3.586588e+02,5.610878e-22,5.096122e-22,9.082575e-01
1.060000e-02,3.603294e+02,3.792683e-22,3.409979e-22,8.990940e-01
1.070000e-02,3.620288e+02,1.896781e-22,1.695025e-22,8.936321e-01
1.080000e-02,3.637580e+02,-5.708411e-24,-5.145582e-24,9.014037e-01
1.090000e-02,3.655179e+02,-2.047054e-22,-1.845505e-22,9.015419e-01
1.100000e-02,3.673094e+02,-4.049250e-22,-3.680720e-22,9.089881e-01
1.110000e-02,3.691335e+02,-6.037919e-22,-5.459155e-22,9.041452e-01
1.120000e-02,3.709913e+02,-7.985620e-22,-7.193122e-22,9.007593e-01
1.130000e-02,3.728838e+02,-9.863467e-22,-8.916462e-22,9.039886e-01
1.140000e-02,3.748122e+02,-1.164143e-21,-1.039219e-21,8.926902e-01
1.150000e-02,3.767777e+02,-1.328867e-21,-1.184544e-21,8.913935e-01
1.160000e-02,3.787815e+02,-1.477402e-21,-1.324379e-21,8.964243e-01
1.170000e-02,3.808250e+02,-1.606638e-21,-1.446849e-21,9.005443e-01
1.180000e-02,3.829095e+02,-1.713536e-21,-1.556492e-21,9.083509e-01
1.190000e-02,3.850364e+02,-1.795185e-21,-1.629558e-21,9.077385e-01
1.200000e-02,3.872073e+02,-1.848872e-21,-1.664023e-21,9.000208e-01
1.210000e-02,3.894238e+02,-1.872158e-21,-1.668154e-21,8.910327e-01
1.220000e-02,3.916875e+02,-1.862959e-21,-1.674009e-21,8.985756e-01
1.230000e-02,3.940002e+02,-1.819629e-21,-1.650267e-21,9.069247e-01
1.240000e-02,3.963638e+02,-1.741055e-21,-1.579782e-21,9.073704e-01
1.250000e-02,3.987803e+02,-1.626743e-21,-1.457884e-21,8.961981e-01
1.260000e-02,4.012516e+02,-1.476913e-21,-1.337974e-21,9.059261e-01
1.270000e-02,4.037800e+02,-1.292590e-21,-1.168608e-21,9.040826e-01
1.280000e-02,4.063679e+02,-1.075682e-21,-9.651749e-22,8.972681e-01
1.290000e-02,4.090176e+02,-8.290604e-22,-7.403857e-22,8.930420e-01
1.300000e-02,4.117319e+02,-5.566189e-22,-5.022137e-22,9.022578e-01
1.310000e-02,4.145133e+02,-2.633143e-22,-2.386347e-22,9.062734e-01
1.320000e-02,4.173649e+02,4.481533e-23,3.993058e-23,8.910027e-01
1.330000e-02,4.202898e+02,3.606647e-22,3.249071e-22,9.008565e-01
1.340000e-02,4.232913e+02,6.761139e-22,6.101729e-22,9.024706e-01
1.350000e-02,4.263728e+02,9.821268e-22,8.758248e-22,8.917635e-01
1.360000e-02,4.295383e+02,1.268903e-21,1.130732e-21,8.911102e-01
1.370000e-02,4.327917e+02,1.526092e-21,1.384435e-21,9.071770e-01
1.380000e-02,4.361373e+02,1.743075e-21,1.558187e-21,8.939299e-01
1.390000e-02,4.395798e+02,1.909322e-21,1.717593e-21,8.995827e-01
1.400000e-02,4.431240e+02,2.014830e-21,1.820251e-21,9.034264e-01
1.410000e-02,4.467753e+02,2.050634e-21,1.834559e-21,8.946301e-01
1.420000e-02,4.505394e+02,2.009400e-21,1.821669e-21,9.065736e-01
1.430000e-02,4.544224e+02,1.886078e-21,1.707911e-21,9.055356e-01
1.440000e-02,4.584311e+02,1.678606e-21,1.508111e-21,8.984305e-01
1.450000e-02,4.625725e+02,1.388629e-21,1.260601e-21,9.078026e-01
1.460000e-02,4.668545e+02,1.022194e-21,9.285600e-22,9.083989e-01
1.470000e-02,4.712855e+02,5.903629e-22,5.260152e-22,8.910031e-01
1.480000e-02,4.758748e+02,1.096706e-22,9.808809e-23,8.943885e-01
1.490000e-02,4.806323e+02,-3.976711e-22,-3.607769e-22,9.072243e-01
1.500000e-02,4.855689e+02,-9.039324e-22,-8.126982e-22,8.990696e-01
1.510000e-02,4.906968e+02,-1.376520e-21,-1.231937e-21,8.949645e-01
1.520000e-02,4.960289e+02,-1.779267e-21,-1.604259e-21,9.016406e-01
1.530000e-02,5.015799e+02,-2.074489e-21,-1.885059e-21,9.086862e-01
1.540000e-02,5.073656e+02,-2.225931e-21,-2.009017e-21,9.025511e-01
1.550000e-02,5.134038e+02,-2.202645e-21,-1.984829e-21,9.011113e-01
1.560000e-02,5.197142e+02,-1.983757e-21,-1.793250e-21,9.039663e-01
1.570000e-02,5.263186e+02,-1.563903e-21,-1.394547e-21,8.917092e-01
1.580000e-02,5.332416e+02,-9.588624e-22,-8.552771e-22,8.919706e-01
1.590000e-02,5.405106e+02,-2.105851e-22,-1.912223e-22,9.080524e-01
1.600000e-02,5.481567e+02,6.096260e-22,5.447103e-22,8.935154e-01
1.610000e-02,5.562149e+02,1.401483e-21,1.260075e-21,8.991010e-01
1.620000e-02,5.647253e+02,2.041755e-21,1.834155e-21,8.983225e-01
1.630000e-02,5.737335e+02,2.398276e-21,2.145505e-21,8.946031e-01
1.640000e-02,5.832920e+02,2.353764e-21,2.112588e-21,8.975360e-01
1.650000e-02,5.934617e+02,1.839727e-21,1.669825e-21,9.076481e-01
1.660000e-02,6.043132e+02,8.740309e-22,7.942959e-22,9.087732e-01
1.670000e-02,6.159297e+02,-3.778043e-22,-3.375996e-22,8.935833e-01
1.680000e-02,6.284094e+02,-1.599452e-21,-1.434918e-21,8.971309e-01
1.690000e-02,6.418693e+02,-2.391330e-21,-2.144882e-21,8.969409e-01
1.700000e-02,6.564505e+02,-2.366613e-21,-2.108894e-21,8.911020e-01
1.710000e-02,6.723249e+02,-1.345796e-21,-1.222560e-21,9.084290e-01
1.720000e-02,6.897043e+02,4.078768e-22,3.670073e-22,8.997994e-01
1.730000e-02,7.088533e+02,2.054262e-21,1.841620e-21,8.964871e-01
1.740000e-02,7.301083e+02,2.406073e-21,2.144391e-21,8.912412e-01
1.750000e-02,7.539043e+02,7.790339e-22,7.067142e-22,9.071674e-01
1.760000e-02,7.808162e+02,-1.760339e-21,-1.569422e-21,8.915452e-01
1.770000e-02,8.116234e+02,-2.243329e-21,-2.023917e-21,9.021935e-01
1.780000e-02,8.474150e+02,7.931747e-22,7.190721e-22,9.065747e-01
1.790000e-02,8.897714e+02,2.264150e-21,2.028695e-21,8.960075e-01
1.800000e-02,9.410952e+02,-1.946950e-21,-1.760081e-21,9.040200e-01
1.810000e-02,1.005269e+03,6.485789e-22,5.784895e-22,8.919340e-01
1.820000e-02,1.089105e+03,-9.122640e-22,-8.280713e-22,9.077102e-01
1.830000e-02,1.206049e+03,2.468462e-21,2.236851e-21,9.061719e-01
1.840000e-02,1.388041e+03,1.715741e-21,1.558252e-21,9.082089e-01
1.850000e-02,1.742437e+03,-1.686402e-22,-1.530446e-22,9.075211e-01
1.860000e-02,3.415038e+03,4.846846e-22,4.377570e-22,9.031791e-01
1.870000e-02,2.627374e+03,nan,nan,1.000000e+00
1.880000e-02,2.627374e+03,nan,nan,1.000000e+00
1.890000e-02,2.627374e+03,nan,nan,1.000000e+00
1.900000e-02,2.627374e+03,nan,nan,1.000000e+00
1.910000e-02,2.627374e+03,nan,nan,1.000000e+00
1.920000e-02,2.627374e+03,nan,nan,1.000000e+00
1.930000e-02,2.627374e+03,nan,nan,1.000000e+00
1.940000e-02,2.627374e+03,nan,nan,1.000000e+00
1.950000e-02,2.627374e+03,nan,nan,1.000000e+00
1.960000e-02,2.627374e+03,nan,nan,1.000000e+00
1.970000e-02,2.627374e+03,nan,nan,1.000000e+00
1.980000e-02,2.627374e+03,nan,nan,1.000000e+00
1.990000e-02,2.627374e+03,nan,nan,1.000000e+00
2.000000e-02,2.627374e+03,nan,nan,1.000000e+00
2.010000e-02,2.627374e+03,nan,nan,1.000000e+00
2.020000e-02,2.627374e+03,nan,nan,1.000000e+00
2.030000e-02,2.627374e+03,nan,nan,1.000000e+00
2.040000e-02,2.627374e+03,nan,nan,1.000000e+00
2.050000e-02,2.627374e+03,nan,nan,1.000000e+00
2.060000e-02,2.627374e+03,nan,nan,1.000000e+00
2.070000e-02,2.627374e+03,nan,nan,1.000000e+00
2.080000e-02,2.627374e+03,nan,nan,1.000000e+00
2.090000e-02,2.627374e+03,nan,nan,1.000000e+00
2.100000e-02,2.627374e+03,nan,nan,1.000000e+00
2.110000e-02,2.627374e+03,nan,nan,1.000000e+00
2.120000e-02,2.627374e+03,nan,nan,1.000000e+00
2.130000e-02,2.627374e+03,nan,nan,1.000000e+00
2.140000e-02,2.627374e+03,nan,nan,1.000000e+00
2.150000e-02,2.627374e+03,nan,nan,1.000000e+00
2.160000e-02,2.627374e+03,nan,nan,1.000000e+00
2.170000e-02,2.627374e+03,nan,nan,1.000000e+00
2.180000e-02,2.627374e+03,nan,nan,1.000000e+00
2.190000e-02,2.627374e+03,nan,nan,1.000000e+00
2.200000e-02,2.627374e+03,nan,nan,1.000000e+00
2.210000e-02,2.627374e+03,nan,nan,1.000000e+00
2.220000e-02,2.627374e+03,nan,nan,1.000000e+00
2.230000e-02,2.627374e+03,nan,nan,1.000000e+00
2.240000e-02,2.627374e+03,nan,nan,1.000000e+00
2.250000e-02,2.627374e+03,nan,nan,1.000000e+00
2.260000e-02,2.627374e+03,nan,nan,1.000000e+00
2.270000e-02,2.627374e+03,nan,nan,1.000000e+00
2.280000e-02,2.627374e+03,nan,nan,1.000000e+00
2.290000e-02,2.627374e+03,nan,nan,1.000000e+00
2.300000e-02,2.627374e+03,nan,nan,1.000000e+00
2.310000e-02,2.627374e+03,nan,nan,1.000000e+00
2.320000e-02,2.627374e+03,nan,nan,1.000000e+00
2.330000e-02,2.627374e+03,nan,nan,1.000000e+00
2.340000e-02,2.627374e+03,nan,nan,1.000000e+00
2.350000e-02,2.627374e+03,nan,nan,1.000000e+00
2.360000e-02,2.627374e+03,nan,nan,1.000000e+00
2.370000e-02,2.627374e+03,nan,nan,1.000000e+00
2.380000e-02,2.627374e+03,nan,nan,1.000000e+00
2.390000e-02,2.627374e+03,nan,nan,1.000000e+00
2.400000e-02,2.627374e+03,nan,nan,1.000000e+00
2.410000e-02,2.627374e+03,nan,nan,1.000000e+00
2.420000e-02,2.627374e+03,nan,nan,1.000000e+00
2.430000e-02,2.627374e+03,nan,nan,1.000000e+00
2.440000e-02,2.627374e+03,nan,nan,1.000000e+00
2.450000e-02,2.627374e+03,nan,nan,1.000000e+00
2.460000e-02,2.627374e+03,nan,nan,1.000000e+00
2.470000e-02,2.627374e+03,nan,nan,1.000000e+00
2.480000e-02,2.627374e+03,nan,nan,1.000000e+00
2.490000e-02,2.627374e+03,nan,nan,1.000000e+00
2.500000e-02,2.627374e+03,nan,nan,1.000000e+00
2.510000e-02,2.627374e+03,nan,nan,1.000000e+00
2.520000e-02,2.627374e+03,nan,nan,1.000000e+00
2.530000e-02,2.627374e+03,nan,nan,1.000000e+00
2.540000e-02,2.627374e+03,nan,nan,1.000000e+00
2.550000e-02,2.627374e+03,nan,nan,1.000000e+00
2.560000e-02,2.627374e+03,nan,nan,1.000000e+00
2.570000e-02,2.627374e+03,nan,nan,1.000000e+00
2.580000e-02,2.627374e+03,nan,nan,1.000000e+00
2.590000e-02,2.627374e+03,nan,nan,1.000000e+00
2.600000e-02,2.627374e+03,nan,nan,1.000000e+00
2.610000e-02,2.627374e+03,nan,nan,1.000000e+00
2.620000e-02,2.627374e+03,nan,nan,1.000000e+00
2.630000e-02,2.627374e+03,nan,nan,1.000000e+00
2.640000e-02,2.627374e+03,nan,nan,1.000000e+00
2.650000e-02,2.627374e+03,nan,nan,1.000000e+00
2.660000e-02,2.627374e+03,nan,nan,1.000000e+00
2.670000e-02,2.627374e+03,nan,nan,1.000000e+00
2.680000e-02,2.627374e+03,nan,nan,1.000000e+00
2.690000e-02,2.627374e+03,nan,nan,1.000000e+00
2.700000e-02,2.627374e+03,nan,nan,1.000000e+00
2.710000e-02,2.627374e+03,nan,nan,1.000000e+00
2.720000e-02,2.627374e+03,nan,nan,1.000000e+00
2.730000e-02,2.627374e+03,nan,nan,1.000000e+00
2.740000e-02,2.627374e+03,nan,nan,1.000000e+00
2.750000e-02,2.627374e+03,nan,nan,1.000000e+00
2.760000e-02,2.627374e+03,nan,nan,1.000000e+00
2.770000e-02,2.627374e+03,nan,nan,1.000000e+00
2.780000e-02,2.627374e+03,nan,nan,1.000000e+00
2.790000e-02,2.627374e+03,nan,nan,1.000000e+00
2.800000e-02,2.627374e+03,nan,nan,1.000000e+00
2.810000e-02,2.627374e+03,nan,nan,1.000000e+00
2.820000e-02,2.627374e+03,nan,nan,1.000000e+00
2.830000e-02,2.627374e+03,nan,nan,1.000000e+00
2.840000e-02,2.627374e+03,nan,nan,1.000000e+00
2.850000e-02,2.627374e+03,nan,nan,1.000000e+00
2.860000e-02,2.627374e+03,nan,nan,1.000000e+00
2.870000e-02,2.627374e+03,nan,nan,1.000000e+00
2.880000e-02,2.627374e+03,nan,nan,1.000000e+00
2.890000e-02,2.627374e+03,nan,nan,1.000000e+00
2.900000e-02,2.627374e+03,nan,nan,1.000000e+00
2.910000e-02,2.627374e+03,nan,nan,1.000000e+00
2.920000e-02,2.627374e+03,nan,nan,1.000000e+00
2.930000e-02,2.627374e+03,nan,nan,1.000000e+00
2.940000e-02,2.627374e+03,nan,nan,1.000000e+00
2.950000e-02,2.627374e+03,nan,nan,1.000000e+00
2.960000e-02,2.627374e+03,nan,nan,1.000000e+00
2.970000e-02,2.627374e+03,nan,nan,1.000000e+00
2.980000e-02,2.627374e+03,nan,nan,1.000000e+00
2.990000e-02,2.627374e+03,nan,nan,1.000000e+00
3.000000e-02,2.627374e+03,nan,nan,1.000000e+00
3.010000e-02,2.627374e+03,nan,nan,1.000000e+00
3.020000e-02,2.627374e+03,nan,nan,1.000000e+00
3.030000e-02,2.627374e+03,nan,nan,1.000000e+00
3.040000e-02,2.627374e+03,nan,nan,1.000000e+00
3.050000e-02,2.627374e+03,nan,nan,1.000000e+00
3.060000e-02,2.627374e+03,nan,nan,1.000000e+00
3.070000e-02,2.627374e+03,nan,nan,1.000000e+00
3.080000e-02,2.627374e+03,nan,nan,1.000000e+00
3.090000e-02,2.627374e+03,nan,nan,1.000000e+00
3.100000e-02,2.627374e+03,nan,nan,1.000000e+00
3.110000e-02,2.627374e+03,nan,nan,1.000000e+00
3.120000e-02,2.627374e+03,nan,nan,1.000000e+00
3.130000e-02,2.627374e+03,nan,nan,1.000000e+00
3.140000e-02,2.627374e+03,nan,nan,1.000000e+00
3.150000e-02,2.627374e+03,nan,nan,1.000000e+00
3.160000e-02,2.627374e+03,nan,nan,1.000000e+00
3.170000e-02,2.627374e+03,nan,nan,1.000000e+00
3.180000e-02,2.627374e+03,nan,nan,1.000000e+00
3.190000e-02,2.627374e+03,nan,nan,1.000000e+00
3.200000e-02,2.627374e+03,nan,nan,1.000000e+00
3.210000e-02,2.627374e+03,nan,nan,1.000000e+00
3.220000e-02,2.627374e+03,nan,nan,1.000000e+00
3.230000e-02,2.627374e+03,nan,nan,1.000000e+00
3.240000e-02,2.627374e+03,nan,nan,1.000000e+00
3.250000e-02,2.627374e+03,nan,nan,1.000000e+00
3.260000e-02,2.627374e+03,nan,nan,1.000000e+00
3.270000e-02,2.627374e+03,nan,nan,1.000000e+00
3.280000e-02,2.627374e+03,nan,nan,1.000000e+00
3.290000e-02,2.627374e+03,nan,nan,1.000000e+00
3.300000e-02,2.627374e+03,nan,nan,1.000000e+00
3.310000e-02,2.627374e+03,nan,nan,1.000000e+00
3.320000e-02,2.627374e+03,nan,nan,1.000000e+00
3.330000e-02,2.627374e+03,nan,nan,1.000000e+00
3.340000e-02,2.627374e+03,nan,nan,1.000000e+00
3.350000e-02,2.627374e+03,nan,nan,1.000000e+00
3.360000e-02,2.627374e+03,nan,nan,1.000000e+00
3.370000e-02,2.627374e+03,nan,nan,1.000000e+00
3.380000e-02,2.627374e+03,nan,nan,1.000000e+00
3.390000e-02,2.627374e+03,nan,nan,1.000000e+00
3.400000e-02,2.627374e+03,nan,nan,1.000000e+00
3.410000e-02,2.627374e+03,nan,nan,1.000000e+00
3.420000e-02,2.627374e+03,nan,nan,1.000000e+00
3.430000e-02,2.627374e+03,nan,nan,1.000000e+00
3.440000e-02,2.627374e+03,nan,nan,1.000000e+00
3.450000e-02,2.627374e+03,nan,nan,1.000000e+00
3.460000e-02,2.627374e+03,nan,nan,1.000000e+00
3.470000e-02,2.627374e+03,nan,nan,1.000000e+00
3.480000e-02,2.627374e+03,nan,nan,1.000000e+00
3.490000e-02,2.627374e+03,nan,nan,1.000000e+00
3.500000e-02,2.627374e+03,nan,nan,1.000000e+00
3.510000e-02,2.627374e+03,nan,nan,1.000000e+00
3.520000e-02,2.627374e+03,nan,nan,1.000000e+00
3.530000e-02,2.627374e+03,nan,nan,1.000000e+00
3.540000e-02,2.627374e+03,nan,nan,1.000000e+00
3.550000e-02,2.627374e+03,nan,nan,1.000000e+00
3.560000e-02,2.627374e+03,nan,nan,1.000000e+00
3.570000e-02,2.627374e+03,nan,nan,1.000000e+00
3.580000e-02,2.627374e+03,nan,nan,1.000000e+00
3.590000e-02,2.627374e+03,nan,nan,1.000000e+00
3.600000e-02,2.627374e+03,nan,nan,1.000000e+00
3.610000e-02,2.627374e+03,nan,nan,1.000000e+00
3.620000e-02,2.627374e+03,nan,nan,1.000000e+00
3.630000e-02,2.627374e+03,nan,nan,1.000000e+00
3.640000e-02,2.627374e+03,nan,nan,1.000000e+00
3.650000e-02,2.627374e+03,nan,nan,1.000000e+00
3.660000e-02,2.627374e+03,nan,nan,1.000000e+00
3.670000e-02,2.627374e+03,nan,nan,1.000000e+00
3.680000e-02,2.627374e+03,nan,nan,1.000000e+00
3.690000e-02,2.627374e+03,nan,nan,1.000000e+00
3.700000e-02,2.627374e+03,nan,nan,1.000000e+00
3.710000e-02,2.627374e+03,nan,nan,1.000000e+00
3.720000e-02,2.627374e+03,nan,nan,1.000000e+00
3.730000e-02,2.627374e+03,nan,nan,1.000000e+00
3.740000e-02,2.627374e+03,nan,nan,1.000000e+00
3.750000e-02,2.627374e+03,nan,nan,1.000000e+00
3.760000e-02,2.627374e+03,nan,nan,1.000000e+00
3.770000e-02,2.627374e+03,nan,nan,1.000000e+00
3.780000e-02,2.627374e+03,nan,nan,1.000000e+00
3.790000e-02,2.627374e+03,nan,nan,1.000000e+00
3.800000e-02,2.627374e+03,nan,nan,1.000000e+00
3.810000e-02,2.627374e+03,nan,nan,1.000000e+00
3.820000e-02,2.627374e+03,nan,nan,1.000000e+00
3.830000e-02,2.627374e+03,nan,nan,1.000000e+00
3.840000e-02,2.627374e+03,nan,nan,1.000000e+00
3.850000e-02,2.627374e+03,nan,nan,1.000000e+00
3.860000e-02,2.627374e+03,nan,nan,1.000000e+00
3.870000e-02,2.627374e+03,nan,nan,1.000000e+00
3.880000e-02,2.627374e+03,nan,nan,1.000000e+00
3.890000e-02,2.627374e+03,nan,nan,1.000000e+00
3.900000e-02,2.627374e+03,nan,nan,1.000000e+00
3.910000e-02,2.627374e+03,nan,nan,1.000000e+00
3.920000e-02,2.627374e+03,nan,nan,1.000000e+00
3.930000e-02,2.627374e+03,nan,nan,1.000000e+00
3.940000e-02,2.627374e+03,nan,nan,1.000000e+00
3.950000e-02,2.627374e+03,nan,nan,1.000000e+00
