"MTime","Length","FullName"
"2026-03-30 04:52","4906","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\session_160_physics_audit.md"
"2026-03-30 03:54","10639","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\session_159_physics_audit.md"
"2026-03-29 20:45","11057","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\session_157_physics_audit.md"
"2026-03-06 05:59","3460","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv\Lib\site-packages\win32\Demos\security\set_file_audit.py"
"2026-03-06 05:59","3773","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv\Lib\site-packages\win32\Demos\security\__pycache__\set_file_audit.cpython-313.pyc"
"2026-03-03 22:24","70794","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v143\audits.py"
"2026-03-03 22:24","98813","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v143\__pycache__\audits.cpython-314.pyc"
"2026-03-03 22:24","75141","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v144\audits.py"
"2026-03-03 22:24","75429","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v145\audits.py"
"2026-03-03 22:24","104028","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v145\__pycache__\audits.cpython-314.pyc"
"2026-03-03 22:24","103728","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\selenium\webdriver\common\devtools\v144\__pycache__\audits.cpython-314.pyc"
"2026-03-02 22:28","3460","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\.venv_py314_backup\Lib\site-packages\win32\Demos\security\set_file_audit.py"
"2026-02-15 12:58","32964","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\FULL_SYSTEM_AUDIT_FEB15_2026.md"
"2026-02-15 12:58","20664","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\QCALC_PHASE_AUDIT_REFACTORED.md"
"2026-02-15 04:37","26100","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\QCALC_CONSTRUCTION_AUDIT_FEB15.md"
