"MTime","Length","FullName"
"2026-05-11 10:08","28175","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_065_121_System_UQFF_Validation_Statistical_Summary.md"
"2026-05-11 10:08","22178","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_077_LIGO_GWTC4_Cross_Validation_UQFF.md"
"2026-05-11 10:08","18115","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_523_Quantum_Egg_Frequency_Numerical_Simulation_Orion_Nebula_Validation.md"
"2026-05-11 10:08","24415","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_141_UQFF_H2O_Azeotrope_OceanicSalinity_Buoy_Ug4_NOAAValidation.md"
"2026-05-11 10:08","21474","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_157_SolarSystem_UQFF_FU_Validation_Sun_Earth_Jupiter_Neptune.md"
"2026-05-11 10:08","22260","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_073_GAIA_DR4_Stellar_UQFF_Validation.md"
"2026-05-11 10:08","17547","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_869_MilkyWay_82Day_StarTracking_UFT_Analysis.md"
"2026-05-11 10:08","24566","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_216_Triadic_UQFF_Numerical_Validation_Westerlund2_Pillars.md"
"2026-05-11 10:08","21479","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_399_7System_MUGE_Numerical_Validation_Table.md"
"2026-05-11 10:08","19037","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_407_FU_4Body_Solar_System_Numerical_Verification.md"
"2026-05-11 10:08","20801","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_241_UQFF_Validation_CrossReference_ArXiv_Experimental_92pct.md"
"2026-05-11 10:08","23213","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_337_Qwave81_Updated_Statistics_Phase_Separation_Cosine_Vela_Validation.md"
"2026-05-11 03:38","408864","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\pdf\PAPER_426_UA_SCm_JWST_ALMA_CERN_Validation_Table.pdf"
"2026-05-11 02:34","5888","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\SESSION_261_AUDIT_REPORT.md"
"2026-05-11 02:33","8852","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\_session261_audit_output.txt"
"2026-05-11 02:33","8939","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\_session261_audit.py"
"2026-05-11 00:56","18031","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1164_UQFF_T22_Moduli_Stabilization_Closure.tex"
"2026-05-11 00:56","20216","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure.tex"
"2026-05-11 00:56","18682","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1165_UQFF_beta_i_Triangular_Closure.tex"
"2026-05-11 00:56","9987","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1166_UQFF_V_UA_Polynomial_Closure.tex"
"2026-05-11 00:56","21830","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1162_UQFF_KK_Tower_Mode_By_Mode_Closure.tex"
"2026-05-11 00:56","6280","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\md\PAPER_1166_UQFF_V_UA_Polynomial_Closure.md"
"2026-05-11 00:56","19916","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1159_UQFF_Phi_Res_Codimension_Closure.tex"
"2026-05-11 00:56","16707","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1160_UQFF_F_TRZ_SO5_Closure.tex"
"2026-05-11 00:56","21230","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\tex\PAPER_1161_UQFF_26_Factorial_Pochhammer_Closure.tex"
"2026-05-11 00:56","12252","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\md\PAPER_1164_UQFF_T22_Moduli_Stabilization_Closure.md"
"2026-05-11 00:07","816","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1160_UQFF_F_TRZ_SO5_Closure_abstract.txt"
"2026-05-11 00:07","932","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1159_UQFF_Phi_Res_Codimension_Closure_abstract.txt"
"2026-05-11 00:07","774","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1166_UQFF_V_UA_Polynomial_Closure_abstract.txt"
"2026-05-11 00:07","902","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1161_UQFF_26_Factorial_Pochhammer_Closure_abstract.txt"
"2026-05-11 00:07","895","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1164_UQFF_T22_Moduli_Stabilization_Closure_abstract.txt"
"2026-05-11 00:07","864","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1165_UQFF_beta_i_Triangular_Closure_abstract.txt"
"2026-05-11 00:07","1066","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1162_UQFF_KK_Tower_Mode_By_Mode_Closure_abstract.txt"
"2026-05-11 00:07","773","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\abstracts\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure_abstract.txt"
"2026-05-10 21:18","12048","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\md\PAPER_1165_UQFF_beta_i_Triangular_Closure.md"
"2026-05-10 21:18","299702","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\pdf\PAPER_1160_UQFF_F_TRZ_SO5_Closure.pdf"
"2026-05-10 21:18","299702","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1160_UQFF_F_TRZ_SO5_Closure.pdf"
"2026-05-10 21:18","327654","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\pdf\PAPER_1161_UQFF_26_Factorial_Pochhammer_Closure.pdf"
"2026-05-10 21:18","13327","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\md\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure.md"
"2026-05-10 21:18","308628","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\pdf\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure.pdf"
"2026-05-10 21:18","400967","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\pdf\PAPER_1162_UQFF_KK_Tower_Mode_By_Mode_Closure.pdf"
"2026-05-10 21:18","277652","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1165_UQFF_beta_i_Triangular_Closure.pdf"
"2026-05-10 21:18","13327","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure.md"
"2026-05-10 21:18","12250","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_1164_UQFF_T22_Moduli_Stabilization_Closure.md"
"2026-05-10 21:18","347520","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1164_UQFF_T22_Moduli_Stabilization_Closure.pdf"
"2026-05-10 21:18","327654","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1161_UQFF_26_Factorial_Pochhammer_Closure.pdf"
"2026-05-10 21:18","400967","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1162_UQFF_KK_Tower_Mode_By_Mode_Closure.pdf"
"2026-05-10 21:18","308628","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\arxiv_submission_1159_1172\pdf\PAPER_1163_UQFF_DPM_SO2_LightCone_Closure.pdf"
"2026-05-10 21:18","12048","C:\Users\tmsjd\source\repos\Daniel8Murphy0007\Star-Magic\whitepapers\PAPER_1165_UQFF_beta_i_Triangular_Closure.md"
